,date,pas,total
512,1790-12-07,3,4370
513,1790-12-10,6,3307
514,1790-12-14,8,4949
515,1790-12-17,6,4560
516,1790-12-21,5,3206
517,1790-12-24,5,3153
518,1790-12-28,4,3149
519,1790-12-31,5,3207
520,1791-01-04,0,3230
521,1791-01-07,3,3142
522,1791-01-11,16,4638
523,1791-01-14,1,3158
524,1791-01-18,17,6502
525,1791-01-21,3,3245
526,1791-01-25,5,3177
527,1791-01-28,3,3082
528,1791-02-01,0,3329
529,1791-02-04,0,2968
530,1791-02-08,6,5203
531,1791-02-11,1,3251
532,1791-02-15,6,3159
533,1791-02-18,3,2970
534,1791-02-22,14,7539
535,1791-02-25,1,2788
536,1791-03-01,5,4398
537,1791-03-04,5,2446
538,1791-03-08,2,2684
539,1791-03-11,10,2750
540,1791-03-15,3,2583
541,1791-03-18,3,2412
542,1791-03-22,1,2602
543,1791-03-25,0,2525
544,1791-03-29,1,2407
545,1791-04-01,3,2831
546,1791-04-05,4,2437
547,1791-04-08,5,2844
548,1791-04-12,1,2580
549,1791-04-15,6,2592
550,1791-04-19,9,2967
551,1791-04-22,1,2697
552,1791-04-26,6,2990
553,1791-04-29,4,3021
554,1791-05-03,1,2643
555,1791-05-06,6,2662
556,1791-05-10,7,4388
557,1791-05-13,5,4231
558,1791-05-17,5,2475
559,1791-05-20,5,2738
560,1791-05-24,3,3031
561,1791-05-27,3,3039
562,1791-05-31,3,2969
563,1791-06-03,4,3016
564,1791-06-07,3,2532
565,1791-06-10,6,2792
566,1791-06-14,6,3144
567,1791-06-17,3,2496
568,1791-06-21,6,3123
569,1791-06-24,0,3095
570,1791-06-28,3,2327
571,1791-07-01,2,2493
572,1791-07-05,13,3519
573,1791-07-08,34,8356
574,1791-07-12,3,2520
575,1791-07-15,4,2659
576,1791-07-19,1,2475
577,1791-07-22,4,2878
578,1791-07-26,1,2847
579,1791-07-29,4,2300
580,1791-08-05,5,2640
581,1791-08-09,1,2446
582,1791-08-12,1,2864
583,1791-08-19,3,2336
584,1791-08-23,5,2950
585,1791-08-26,6,3020
586,1791-08-30,1,2772
587,1791-09-02,1,2416
588,1791-09-06,5,2671
589,1791-09-09,3,2681
590,1791-09-13,2,3046
591,1791-09-16,3,3028
592,1791-09-20,3,2941
593,1791-09-23,1,2432
594,1791-09-27,5,2935
595,1791-09-30,3,2943
596,1791-10-04,2,2713
597,1791-10-07,6,2789
598,1791-10-11,4,2931
599,1791-10-14,2,2377
600,1791-10-18,15,4241
601,1791-10-21,4,2293
602,1791-10-25,5,2302
603,1791-10-28,1,2215
604,1791-11-04,6,4080
605,1791-11-08,2,2224
606,1791-11-11,4,2275
607,1791-11-15,1,2170
608,1791-11-18,1,2142
609,1791-11-22,7,2586
610,1791-11-25,4,2392
611,1791-11-29,6,2317
612,1791-12-02,9,4005
613,1791-12-06,4,2252
614,1791-12-09,4,3947
615,1791-12-13,7,2162
616,1791-12-16,3,2048
617,1791-12-20,6,1950
618,1791-12-23,10,2777
619,1791-12-27,3,1723
620,1791-12-30,3,2147
621,1792-01-03,9,4670
622,1792-01-06,6,2273
623,1792-01-10,9,2434
624,1792-01-13,8,2425
625,1792-01-17,6,2324
626,1792-01-20,15,3601
627,1792-01-24,6,2781
628,1792-01-27,4,2459
629,1792-01-31,5,2364
630,1792-02-03,5,2599
631,1792-02-07,5,2517
632,1792-02-10,5,2658
633,1792-02-14,5,2628
634,1792-02-17,4,2456
635,1792-02-21,7,4421
636,1792-02-24,4,2499
637,1792-02-28,8,2731
638,1792-03-02,4,2724
639,1792-03-06,4,2688
640,1792-03-09,8,2662
641,1792-03-13,6,2681
642,1792-03-16,2,2607
643,1792-03-20,5,2615
644,1792-03-23,8,2644
645,1792-03-27,16,2650
646,1792-03-30,4,2604
647,1792-04-03,6,4127
648,1792-04-06,4,2517
649,1792-04-10,7,2761
650,1792-04-13,8,2726
651,1792-04-17,3,2735
652,1792-04-20,5,2746
653,1792-04-24,1,2490
654,1792-04-27,7,2758
655,1792-05-01,3,2443
656,1792-05-02,9,2689
657,1792-05-03,7,2576
658,1792-05-04,10,2580
659,1792-05-05,30,6065
660,1792-05-06,11,2653
661,1792-05-07,8,2392
662,1792-05-08,3,2682
663,1792-05-10,13,2558
664,1792-05-11,21,5796
665,1792-05-12,32,2821
666,1792-05-13,6,2540
667,1792-05-14,11,2639
668,1792-05-15,9,2662
669,1792-05-16,11,2518
670,1792-05-17,3,2734
671,1792-05-18,9,2534
672,1792-05-19,6,2342
673,1792-05-20,12,2423
674,1792-05-21,9,2446
675,1792-05-22,4,2581
676,1792-05-23,14,2629
677,1792-05-24,24,3852
678,1792-05-25,7,2725
679,1792-05-26,12,2654
680,1792-05-27,4,2533
681,1792-05-28,9,2585
682,1792-05-29,13,2476
683,1792-05-30,8,2621
684,1792-05-31,10,2616
685,1792-06-01,8,2790
686,1792-06-02,3,2479
687,1792-06-03,9,2517
688,1792-06-04,2,2404
689,1792-06-05,6,2540
690,1792-06-06,17,5100
691,1792-06-07,18,2648
692,1792-06-08,9,2360
693,1792-06-09,6,2461
694,1792-06-10,3,2440
695,1792-06-11,13,4159
696,1792-06-12,11,2583
697,1792-06-13,2,2491
698,1792-06-14,6,2504
699,1792-06-15,6,2419
700,1792-06-16,3,2498
701,1792-06-17,5,2405
702,1792-06-18,11,2584
703,1792-06-19,7,2349
704,1792-06-20,8,2856
705,1792-06-21,3,2503
706,1792-06-22,9,2453
707,1792-06-23,11,2496
708,1792-06-24,9,2551
709,1792-06-25,8,4321
710,1792-06-26,12,2468
711,1792-06-27,2,2399
712,1792-06-28,4,2546
713,1792-06-29,6,2913
714,1792-06-30,8,2752
715,1792-07-01,12,2563
716,1792-07-02,6,2290
717,1792-07-03,7,2682
718,1792-07-04,3,2459
719,1792-07-05,7,2515
720,1792-07-06,8,2631
721,1792-07-07,5,2360
722,1792-07-08,4,2336
723,1792-07-09,5,2584
724,1792-07-10,11,7056
725,1792-07-11,9,2502
726,1792-07-12,14,2422
727,1792-07-13,9,2526
728,1792-07-14,6,2806
729,1792-07-15,18,2840
730,1792-07-16,5,2292
731,1792-07-17,4,2515
732,1792-07-18,16,2632
733,1792-07-19,4,2500
734,1792-07-20,5,2849
735,1792-07-21,14,2392
736,1792-07-22,4,2640
737,1792-07-23,11,2324
738,1792-07-24,8,2612
739,1792-07-25,11,2408
740,1792-07-26,4,2597
741,1792-07-27,8,2317
742,1792-07-28,8,2476
743,1792-07-29,3,2536
744,1792-07-30,7,2311
745,1792-07-31,9,2352
746,1792-08-01,1,2433
747,1792-08-02,3,2502
748,1792-08-03,5,2726
749,1792-08-04,7,2845
750,1792-08-05,11,2364
751,1792-08-06,9,2480
752,1792-08-07,9,2315
753,1792-08-08,9,2519
754,1792-08-09,13,2694
755,1792-08-10,9,2606
756,1792-08-12,4,2424
757,1792-08-13,12,2254
758,1792-08-14,4,3685
