,date,pas,total
952,1894-11-27,86,21492
953,1894-11-28,96,22607
954,1894-11-29,82,22130
955,1894-11-30,105,22957
956,1894-12-01,89,20933
957,1894-12-02,56,19497
958,1894-12-03,101,21620
959,1894-12-04,102,22835
960,1894-12-05,102,22254
961,1894-12-06,93,23077
962,1894-12-07,92,21267
963,1894-12-08,73,20909
964,1894-12-09,83,22073
965,1894-12-10,101,22196
966,1894-12-11,97,22335
967,1894-12-12,79,22236
968,1894-12-13,71,22288
969,1894-12-14,90,21090
970,1894-12-15,84,22391
971,1894-12-16,74,21463
972,1894-12-17,102,20543
973,1894-12-18,101,22367
974,1894-12-19,74,21531
975,1894-12-20,80,22079
976,1894-12-21,83,21517
977,1894-12-22,73,21777
978,1894-12-23,82,21196
979,1894-12-24,91,21686
980,1894-12-25,98,21678
981,1894-12-26,125,21882
982,1894-12-27,79,22418
983,1894-12-28,100,22654
984,1894-12-29,78,21575
985,1894-12-30,69,22003
986,1894-12-31,86,20982
987,1895-01-01,77,19495
988,1895-01-02,37,18604
989,1895-01-03,65,21304
990,1895-01-04,76,20454
991,1895-01-05,74,21821
992,1895-01-06,70,20922
993,1895-01-07,90,21774
994,1895-01-08,96,22099
995,1895-01-09,88,22384
996,1895-01-10,106,22711
