,date,pas,total
777,1886-07-04,51,11371
778,1886-07-06,65,11850
779,1886-07-07,46,12162
780,1886-07-08,44,11240
781,1886-07-09,43,12030
782,1886-07-10,62,12115
783,1886-07-11,56,11928
784,1886-07-13,53,11250
785,1886-07-14,44,12139
786,1886-07-16,42,11759
787,1886-07-17,78,12772
788,1886-07-18,46,11201
789,1886-07-20,76,12315
790,1886-07-21,59,12469
791,1886-07-22,46,11757
792,1886-07-23,51,11426
793,1886-07-24,66,11857
794,1886-07-25,49,12041
795,1886-07-27,53,12168
796,1886-07-28,57,12087
797,1886-07-29,48,11981
798,1886-07-30,44,11687
799,1886-07-31,46,12457
800,1886-08-01,67,11371
801,1886-08-03,46,11298
802,1886-08-04,40,8622
803,1886-08-05,53,12476
804,1886-08-06,49,11999
805,1886-08-07,54,11924
806,1886-08-08,51,12105
807,1886-08-10,50,11624
808,1886-08-11,39,12241
809,1886-08-12,55,11569
810,1886-08-13,45,11858
811,1886-08-14,41,11946
812,1886-08-15,35,11370
813,1886-08-17,50,11871
814,1886-08-18,49,11677
815,1886-08-19,59,12554
816,1886-08-20,52,11115
817,1886-08-21,40,11901
818,1886-08-22,71,11457
819,1886-08-24,45,11417
820,1886-08-25,42,11246
821,1886-08-26,38,11699
822,1886-08-27,57,12280
823,1886-08-28,59,12227
824,1886-08-29,56,11995
825,1886-08-31,55,11420
826,1886-09-01,45,11862
827,1886-09-02,49,11640
828,1886-09-03,62,11186
829,1886-09-04,36,11379
830,1886-09-05,49,10747
831,1886-09-07,56,12133
832,1886-09-08,60,12042
833,1886-09-09,70,12641
834,1886-09-10,37,12056
835,1886-09-11,38,11710
836,1886-09-12,76,12256
837,1886-09-14,47,12394
838,1886-09-15,59,12565
839,1886-09-16,58,12862
840,1886-09-17,67,11781
841,1886-09-18,57,11434
842,1886-09-19,47,11484
843,1886-09-21,50,12109
844,1886-09-22,49,11419
845,1886-09-23,57,11694
846,1886-09-24,50,12070
847,1886-09-25,41,11753
848,1886-09-26,43,11563
849,1886-09-28,51,12085
850,1886-09-29,72,11862
851,1886-09-30,65,12068
852,1886-10-01,68,12088
853,1886-10-02,39,11097
854,1886-10-03,36,11861
855,1886-10-05,72,11860
856,1886-10-06,62,11638
857,1886-10-07,57,11667
858,1886-10-08,43,11279
859,1886-10-09,43,10874
860,1886-10-10,62,11574
861,1886-10-12,49,11239
862,1886-10-13,71,12064
863,1886-10-14,73,11357
864,1886-10-15,70,11801
865,1886-10-16,53,11980
866,1886-10-17,55,11842
867,1886-10-19,60,11755
868,1886-10-20,62,12126
869,1886-10-21,87,11952
870,1886-10-22,45,11868
871,1886-10-23,68,12040
872,1886-10-24,34,10539
873,1886-10-26,190,26810
874,1886-10-27,70,12121
875,1886-10-28,105,12399
876,1886-10-29,46,11830
877,1886-10-30,83,12206
878,1886-10-31,119,25114
879,1886-11-03,44,11678
880,1886-11-04,49,11550
881,1886-11-05,49,11129
882,1886-11-06,47,12204
883,1886-11-07,65,11672
884,1886-11-09,83,12145
885,1886-11-10,35,11181
886,1886-11-11,38,11171
887,1886-11-12,49,11643
888,1886-11-13,45,11129
889,1886-11-14,55,11852
890,1886-11-16,149,24021
891,1886-11-17,44,11116
892,1886-11-18,54,11219
893,1886-11-19,47,10857
894,1886-11-20,50,11857
895,1886-11-21,67,10375
896,1886-11-23,62,11874
897,1886-11-24,50,12042
898,1886-11-25,50,11148
899,1886-11-26,55,10773
900,1886-11-27,67,12074
901,1886-11-28,54,11473
902,1886-11-30,48,11655
903,1886-12-01,77,12373
904,1886-12-02,68,12709
905,1886-12-03,54,11775
906,1886-12-04,57,11478
907,1886-12-05,69,11848
908,1886-12-07,73,10722
909,1886-12-08,55,10944
910,1886-12-09,50,11572
911,1886-12-10,66,11150
912,1886-12-11,38,10604
913,1886-12-12,47,11179
914,1886-12-14,53,11866
915,1886-12-15,54,10583
916,1886-12-16,77,11793
917,1886-12-17,84,12950
918,1886-12-18,96,12645
919,1886-12-19,28,9452
920,1886-12-21,41,10952
921,1886-12-22,35,9667
922,1886-12-23,26,11305
923,1886-12-25,75,19411
924,1886-12-28,103,22067
925,1886-12-29,41,11700
926,1886-12-30,68,11829
927,1886-12-31,54,12247
928,1887-01-01,49,11116
929,1887-01-04,49,11368
930,1887-01-05,37,11331
931,1887-01-06,55,12043
932,1887-01-07,46,11378
933,1887-01-08,46,11785
934,1887-01-09,36,11030
935,1887-01-11,64,11452
936,1887-01-12,46,11508
937,1887-01-13,52,12257
938,1887-01-14,64,12071
939,1887-01-15,48,11314
940,1887-01-16,60,11010
941,1887-01-18,67,11626
942,1887-01-19,74,12045
943,1887-01-20,50,11835
944,1887-01-21,57,11776
945,1887-01-22,45,11336
946,1887-01-23,57,10412
947,1887-01-25,50,11714
948,1887-01-26,58,11207
949,1887-01-27,54,12087
950,1887-01-28,50,11964
951,1887-01-29,74,12084
952,1887-02-01,221,25001
953,1887-02-02,60,11058
954,1887-02-03,41,11522
955,1887-02-05,51,11024
956,1887-02-06,30,10983
957,1887-02-08,40,11744
958,1887-02-10,133,23825
959,1887-02-11,53,12221
960,1887-02-12,61,11216
961,1887-02-13,54,10595
962,1887-02-15,52,10163
963,1887-02-16,71,12190
964,1887-02-17,50,11694
965,1887-02-18,41,11499
966,1887-02-19,53,11537
967,1887-02-20,42,9891
968,1887-02-22,63,10908
969,1887-02-23,56,11413
970,1887-02-24,59,11272
971,1887-02-25,47,11897
972,1887-02-26,61,11884
973,1887-02-27,51,11030
974,1887-03-01,159,25051
975,1887-03-02,57,11796
976,1887-03-03,68,12281
977,1887-03-04,54,12146
978,1887-03-05,49,12145
979,1887-03-06,52,11618
980,1887-03-08,60,12030
981,1887-03-09,64,13004
982,1887-03-10,52,12793
983,1887-03-11,58,12479
984,1887-03-12,46,11983
985,1887-03-13,126,26462
986,1887-03-15,53,12101
987,1887-03-16,42,12677
988,1887-03-17,61,12177
989,1887-03-18,46,11813
990,1887-03-19,38,11815
991,1887-03-20,40,11493
992,1887-03-22,58,12355
993,1887-03-23,42,12113
994,1887-03-24,46,12603
995,1887-03-25,61,12497
996,1887-03-26,97,12822
