,date,pas,total,year,month
1660,1793-08-24,77,35170,1793,8
1558,1793-08-25,128,39794,1793,8
1443,1793-08-26,114,25506,1793,8
1569,1793-08-27,122,38810,1793,8
1568,1793-08-28,98,31026,1793,8
1595,1793-08-29,153,52056,1793,8
1535,1793-08-30,150,44377,1793,8
1550,1793-08-31,108,33133,1793,8
1662,1793-09-01,101,46309,1793,9
1494,1793-09-02,99,26679,1793,9
1464,1793-09-03,111,26976,1793,9
1564,1793-09-04,89,27958,1793,9
1498,1793-09-05,168,45690,1793,9
1604,1793-09-06,80,27703,1793,9
1500,1793-09-07,133,36193,1793,9
1542,1793-09-08,136,41129,1793,9
1634,1793-09-09,155,59531,1793,9
1524,1793-09-10,94,27050,1793,9
1636,1793-09-11,151,58118,1793,9
1537,1793-09-12,85,25240,1793,9
1638,1793-09-13,124,48280,1793,9
1673,1793-09-14,83,60103,1793,9
1514,1793-09-15,223,62839,1793,9
1579,1793-09-16,125,40598,1793,9
1572,1793-09-17,142,45384,1793,9
1505,1793-09-18,155,42691,1793,9
1451,1793-09-19,483,112833,1793,9
1544,1793-09-20,168,51106,1793,9
1598,1793-09-21,203,69334,1793,9
1540,1793-09-22,137,41246,1793,9
1637,1793-09-23,125,48446,1793,9
1507,1793-09-24,180,49600,1793,9
1429,1793-09-25,289,56708,1793,9
1536,1793-09-26,107,31749,1793,9
1625,1793-09-27,207,76112,1793,9
1591,1793-09-28,103,34625,1793,9
1600,1793-09-29,63,21576,1793,9
1541,1793-09-30,151,45572,1793,9
1456,1793-10-01,207,49160,1793,10
1473,1793-10-02,225,56541,1793,10
1428,1793-10-03,1276,248423,1793,10
1486,1793-10-04,239,62075,1793,10
1640,1793-10-05,156,61219,1793,10
1641,1793-10-06,113,44864,1793,10
1614,1793-10-07,118,41886,1793,10
1499,1793-10-08,133,36169,1793,10
1530,1793-10-09,213,62483,1793,10
1674,1793-10-10,5,3890,1793,10
1657,1793-10-11,104,46049,1793,10
1593,1793-10-12,263,88836,1793,10
1585,1793-10-13,187,61478,1793,10
1576,1793-10-14,92,29657,1793,10
1665,1793-10-15,74,35900,1793,10
1533,1793-10-16,158,46560,1793,10
1608,1793-10-17,77,26762,1793,10
1484,1793-10-18,119,30772,1793,10
1444,1793-10-19,1393,313526,1793,10
1487,1793-10-21,271,70398,1793,10
1479,1793-10-22,238,60963,1793,10
1610,1793-10-23,76,26559,1793,10
1648,1793-10-24,94,38894,1793,10
1570,1793-10-25,88,28045,1793,10
1592,1793-10-26,267,90023,1793,10
1652,1793-10-28,67,28330,1793,10
1557,1793-10-29,111,34371,1793,10
1512,1793-10-30,113,31554,1793,10
1616,1793-10-31,99,35252,1793,10
1588,1793-11-01,109,36139,1793,11
1649,1793-11-02,105,43584,1793,11
1478,1793-11-03,151,38653,1793,11
1546,1793-11-04,296,90359,1793,11
1491,1793-11-05,378,100089,1793,11
1563,1793-11-06,171,53703,1793,11
1496,1793-11-07,231,62685,1793,11
1661,1793-11-08,87,39806,1793,11
1556,1793-11-09,175,54149,1793,11
1615,1793-11-10,131,46542,1793,11
1629,1793-11-11,115,42869,1793,11
1609,1793-11-12,197,68820,1793,11
1553,1793-11-13,150,46242,1793,11
1658,1793-11-14,120,53417,1793,11
1669,1793-11-15,137,69141,1793,11
1654,1793-11-16,93,39957,1793,11
1670,1793-11-17,116,60490,1793,11
1474,1793-11-18,244,61704,1793,11
1650,1793-11-19,116,48785,1793,11
1659,1793-11-20,67,30417,1793,11
1594,1793-11-21,159,53771,1793,11
1577,1793-11-22,137,44215,1793,11
1551,1793-11-23,161,49510,1793,11
1675,1793-11-24,24,19661,1793,11
1631,1793-11-25,131,50045,1793,11
1548,1793-11-26,279,85269,1793,11
1622,1793-11-27,83,30074,1793,11
1647,1793-11-28,111,45891,1793,11
1580,1793-11-29,116,37687,1793,11
1630,1793-11-30,128,48069,1793,11
1646,1793-12-01,128,52020,1793,12
1528,1793-12-02,121,35402,1793,12
1560,1793-12-03,117,36605,1793,12
1607,1793-12-04,191,66366,1793,12
1584,1793-12-05,194,63605,1793,12
1626,1793-12-06,155,57145,1793,12
1601,1793-12-07,105,36003,1793,12
1503,1793-12-08,302,83088,1793,12
1452,1793-12-09,300,70413,1793,12
1653,1793-12-10,89,38034,1793,12
1516,1793-12-11,105,29680,1793,12
1627,1793-12-12,134,49501,1793,12
1470,1793-12-13,110,27527,1793,12
1621,1793-12-14,98,35432,1793,12
1617,1793-12-15,143,50987,1793,12
1465,1793-12-16,136,33362,1793,12
1618,1793-12-17,130,46481,1793,12
1513,1793-12-18,198,55762,1793,12
1667,1793-12-19,101,49944,1793,12
1612,1793-12-20,132,46569,1793,12
1504,1793-12-21,219,60248,1793,12
1534,1793-12-22,221,65330,1793,12
1655,1793-12-23,120,52404,1793,12
1632,1793-12-24,78,29797,1793,12
1656,1793-12-25,84,36690,1793,12
1469,1793-12-26,263,65753,1793,12
1671,1793-12-27,42,22786,1793,12
1539,1793-12-28,113,33711,1793,12
1518,1793-12-29,179,50908,1793,12
1666,1793-12-31,66,32105,1793,12
1519,1794-01-01,131,37289,1794,1
1664,1794-01-02,51,24367,1794,1
