"preusuel";"sexratio_prenom";"n";"sexe_prenom"
"anne";0,000911631930661221;365279;"Femme"
"anne béatrice";0;119;"Femme"
"anne benedicte";0;122;"Femme"
"anne camille";0;199;"Femme"
"anne carole";0;246;"Femme"
"anne caroline";0;700;"Femme"
"anne catherine";0;1961;"Femme"
"anne cécile";0;4271;"Femme"
"anne céline";0;548;"Femme"
"anne chantal";0;134;"Femme"
"anne charlotte";0;4155;"Femme"
"anne christelle";0;155;"Femme"
"anne christine";0;1117;"Femme"
"anne claire";0;6103;"Femme"
"anne claude";0;827;"Femme"
"anne clémence";0;164;"Femme"
"anne dominique";0;192;"Femme"
"anne elisabeth";0;659;"Femme"
"anne elise";0;229;"Femme"
"anne emmanuelle";0;556;"Femme"
"anne fleur";0;305;"Femme"
"anne flore";0;769;"Femme"
"anne florence";0;237;"Femme"
"anne france";0;978;"Femme"
"anne françoise";0;1827;"Femme"
"anne frédérique";0;227;"Femme"
"anne gabrielle";0;174;"Femme"
"anne gael";0;136;"Femme"
"anne gaelle";0;2305;"Femme"
"anne gaëlle";0;657;"Femme"
"anne hélène";0;805;"Femme"
"anne isabelle";0;450;"Femme"
"anne julie";0;429;"Femme"
"anne karine";0;123;"Femme"
"anne laure";0;20401;"Femme"
"anne laurence";0;355;"Femme"
"anne line";0;269;"Femme"
"anne lise";0;8108;"Femme"
"anne lou";0;135;"Femme"
"anne louise";0;512;"Femme"
"anne lucie";0;236;"Femme"
"anne lyse";0;738;"Femme"
"anne marie";0;99860;"Femme"
"anne michèle";0;108;"Femme"
"anne pascale";0;216;"Femme"
"anne paule";0;106;"Femme"
"anne pauline";0;108;"Femme"
"anne rose";0;242;"Femme"
"anne sarah";0;226;"Femme"
"anne solène";0;275;"Femme"
"anne sophie";0;32362;"Femme"
"anne sylvie";0;304;"Femme"
"anne thérèse";0;298;"Femme"
"anne valérie";0;684;"Femme"
"anne véronique";0;157;"Femme"
"anne victoire";0;168;"Femme"
"anne virginie";0;106;"Femme"
"anne yvonne";0;285;"Femme"
"anneliese";0;727;"Femme"
"anneline";0;134;"Femme"
"annelise";0;1594;"Femme"
"annelyse";0;649;"Femme"
"annemarie";0;229;"Femme"
"annet";1;499;"Homme"
"annette";0;33503;"Femme"
"anni";0;151;"Femme"
"annia";0;109;"Femme"
"annibal";1;124;"Homme"
"annic";0;1143;"Femme"
"annick";0,00116226071103008;131640;"Femme"
"annie";0;210130;"Femme"
"annie claire";0;157;"Femme"
"annie claude";0;1372;"Femme"
"annie france";0;605;"Femme"
"annie laure";0;139;"Femme"
"annie marie";0;206;"Femme"
"annik";0;2656;"Femme"
"annika";0;108;"Femme"
"annique";0;152;"Femme"
"annissa";0;311;"Femme"
"annita";0;1626;"Femme"
"annoncia";0;249;"Femme"
"annonciade";0;1458;"Femme"
"annonciation";0;113;"Femme"
"annouck";0;131;"Femme"
"annouk";0;122;"Femme"
"annunziata";0;131;"Femme"
"annwenn";0;152;"Femme"
"anny";0;9228;"Femme"
"annyvonne";0;122;"Femme"
"anoir";1;138;"Homme"
"anouar";1;1804;"Homme"
"anouchka";0;1482;"Femme"
"anouck";0;2701;"Femme"
"anouk";0,00405131667792032;8886;"Femme"
"anoushka";0;110;"Femme"
"anselme";0,912419974391805;3905;"Homme"
"anselmo";1;106;"Homme"
"anta";0;262;"Femme"
"antar";1;165;"Homme"
"anthea";0;1162;"Femme"
"anthéa";0;289;"Femme"
"anthelme";1;493;"Homme"
"anthime";1;945;"Homme"
"anthon";1;131;"Homme"
"anthoni";1;143;"Homme"
"anthonin";1;1175;"Homme"
"anthonny";1;213;"Homme"
"anthony";1;172945;"Homme"
"anthonyn";1;107;"Homme"
"anthyme";1;270;"Homme"
"antide";0,834645669291339;127;"Homme"
"antime";1;115;"Homme"
"antinea";0;142;"Femme"
"antoine";0,998721907452991;274628;"Homme"
"antoine marie";1;126;"Homme"
"antoinette";0;72589;"Femme"
"antoinise";0;173;"Femme"
"anton";1;4123;"Homme"
"antone";1;639;"Homme"
"antonella";0;1281;"Femme"
"antonello";1;116;"Homme"
"antoni";1;1696;"Homme"
"antonia";0,00211501661798771;9929;"Femme"
"antonie";0,244466800804829;994;"Epicene"
"antonietta";0;575;"Femme"
"antonin";0,999165971643036;38368;"Homme"
"antonina";0;496;"Femme"
"antonine";0;3029;"Femme"
"antonino";1;800;"Homme"
"antonio";1;20098;"Homme"
"antonn";1;244;"Homme"
"antonny";1;155;"Homme"
"antony";0,997605882688252;17543;"Homme"
"antton";1;771;"Homme"
"anwar";1;484;"Homme"
"anya";0;1213;"Femme"
"anys";1;297;"Homme"
"anysia";0;128;"Femme"
"anyssa";0;635;"Femme"
"anzo";1;133;"Homme"
"aodren";1;365;"Homme"
"aomar";1;132;"Homme"
"aouatef";0;110;"Femme"
"aouatif";0;199;"Femme"
"apoline";0;483;"Femme"
"apollinaire";0,884615384615385;338;"Homme"
"apolline";0;14927;"Femme"
"apollon";1;154;"Homme"
"apollonie";0,0737913486005089;393;"Femme"
"appolinaire";0,775914634146341;656;"Epicene"
"appoline";0;1900;"Femme"
"appolline";0;129;"Femme"
"appolonie";0;557;"Femme"
"april";0;913;"Femme"
"arabelle";0;163;"Femme"
"araceli";0;131;"Femme"
"aram";0,904436860068259;293;"Homme"
"arame";0;102;"Femme"
"aramis";1;239;"Homme"
"arantxa";0;158;"Femme"
"aras";1;150;"Homme"
"arbia";0;164;"Femme"
"arcade";0,718006795016987;883;"Epicene"
"archange";0,937984496124031;387;"Homme"
"archibald";1;532;"Homme"
"arda";1;1299;"Homme"
"areski";1;323;"Homme"
"arezki";1;807;"Homme"
"argan";1;205;"Homme"
"argitxu";0;121;"Femme"
"aria";0,025531914893617;1175;"Femme"
"arian";1;102;"Homme"
"ariana";0;650;"Femme"
"arianna";0;203;"Femme"
"arianne";0;389;"Femme"
"arie";1;292;"Homme"
"arié";1;119;"Homme"
"ariel";0,82475802343352;1963;"Homme"
"ariele";0;198;"Femme"
"ariella";0;120;"Femme"
"arielle";0;3498;"Femme"
"ariette";0;101;"Femme"
"arif";1;361;"Homme"
"arife";0;135;"Femme"
"arij";0;371;"Femme"
"arije";0;169;"Femme"
"ariles";1;147;"Homme"
"arina";0;144;"Femme"
"aris";1;520;"Homme"
"arista";0;155;"Femme"
"ariste";1;713;"Homme"
"aristide";0,97451502472423;7887;"Homme"
"aristote";1;211;"Homme"
"arjun";1;102;"Homme"
"arlene";0;393;"Femme"
"arlette";0;78598;"Femme"
"arlindo";1;162;"Homme"
"arman";1;513;"Homme"
"armance";0;1378;"Femme"
"armand";0,999350739692993;64689;"Homme"
"armanda";0;238;"Femme"
"armande";0;11116;"Femme"
"armandine";0;5248;"Femme"
"armando";1;1499;"Homme"
"armantine";0;698;"Femme"
"armel";0,929721362229102;6460;"Homme"
"armele";0;293;"Femme"
"armeline";0;172;"Femme"
"armelle";0;26328;"Femme"
"armen";1;209;"Homme"
"armide";0;253;"Femme"
"armin";1;246;"Homme"
"arminda";0;138;"Femme"
"armindo";1;224;"Homme"
"armonie";0;387;"Femme"
"armony";0;438;"Femme"
"arnaldo";1;206;"Homme"
"arnaud";1;134309;"Homme"
"arnauld";1;1626;"Homme"
"arnault";1;1179;"Homme"
"arno";1;2113;"Homme"
"arnold";1;2518;"Homme"
"arnould";1;354;"Homme"
"arold";1;153;"Homme"
"aron";1;1679;"Homme"
"arone";1;214;"Homme"
"aronn";1;359;"Homme"
"aroun";1;109;"Homme"
"arouna";1;141;"Homme"
"arris";1;109;"Homme"
"arron";1;126;"Homme"
"arsen";1;163;"Homme"
"arsene";0,932567100717513;15052;"Homme"
"arsène";1;2253;"Homme"
"arslan";1;139;"Homme"
"artemis";0;116;"Femme"
"artemise";0;161;"Femme"
"arthemise";0;541;"Femme"
"arthur";0,999517450736107;113978;"Homme"
"arthus";1;974;"Homme"
"artur";1;815;"Homme"
"arturo";1;263;"Homme"
"artus";1;618;"Homme"
"arun";1;104;"Homme"
"arvin";1;103;"Homme"
"arwa";0;531;"Femme"
"arwen";0,028178243774574;1526;"Femme"
"arwenn";0;293;"Femme"
"arya";0,0784313725490196;969;"Femme"
"aryan";1;102;"Homme"
"arzu";0;478;"Femme"
"asena";0;129;"Femme"
"ashanti";0;120;"Femme"
"ashley";0,0515618314077878;4674;"Femme"
"ashraf";1;163;"Homme"
"ashton";0,871428571428571;210;"Homme"
"ashvin";1;137;"Homme"
"ashwin";1;178;"Homme"
"asim";1;140;"Homme"
"asiya";0;211;"Femme"
"asiye";0;128;"Femme"
"aslam";1;203;"Homme"
"aslan";1;370;"Homme"
"asli";0;439;"Femme"
"aslihan";0;180;"Femme"
"asma";0;7597;"Femme"
"asmaa";0;1621;"Femme"
"asmae";0;780;"Femme"
"asmahan";0;119;"Femme"
"asmahane";0;161;"Femme"
"asmin";0;270;"Femme"
"asmina";0;151;"Femme"
"asmine";0;101;"Femme"
"asna";0;179;"Femme"
"assa";0;1763;"Femme"
"assala";0;135;"Femme"
"assan";1;117;"Homme"
"assane";1;323;"Homme"
"assetou";0;404;"Femme"
"assia";0;15822;"Femme"
"assil";0,365570599613153;1034;"Epicene"
"assile";0;258;"Femme"
"assim";1;352;"Homme"
"assina";0;173;"Femme"
"assita";0;138;"Femme"
"assitan";0;206;"Femme"
"assiya";0;1587;"Femme"
"assiyah";0;139;"Femme"
"assma";0;646;"Femme"
"assomption";0;533;"Femme"
"assunta";0;473;"Femme"
"assya";0;3193;"Femme"
"asta";0;114;"Femme"
"astou";0;381;"Femme"
"astree";0;221;"Femme"
"astrid";0,00254905447862944;16869;"Femme"
"astride";0;2925;"Femme"
"asya";0;1251;"Femme"
"atakan";1;159;"Homme"
"atef";1;353;"Homme"
"athalie";0;104;"Femme"
"athanase";0,847536617842876;1502;"Homme"
"athena";0;852;"Femme"
"athéna";0;505;"Femme"
"athenais";0;1860;"Femme"
"athenaïs";0;123;"Femme"
"athénaïs";0;805;"Femme"
"athina";0;267;"Femme"
"athmane";1;147;"Homme"
"atif";1;125;"Homme"
"atika";0;665;"Femme"
"atila";1;130;"Homme"
"atilla";1;467;"Homme"
"atman";1;192;"Homme"
"atmane";1;178;"Homme"
"attila";1;225;"Homme"
"attilio";1;602;"Homme"
"aubane";0;790;"Femme"
"aubeline";0;123;"Femme"
"aubert";0,969827586206897;696;"Homme"
"aubierge";0,352331606217617;193;"Epicene"
"aubin";0,981719367588933;6072;"Homme"
"aude marie";0;258;"Femme"
"audelia";0;179;"Femme"
"audeline";0;272;"Femme"
"audette";0;120;"Femme"
"audran";1;588;"Homme"
"audray";0;274;"Femme"
"audren";0,749295774647887;355;"Epicene"
"audrey";0,00139887807152647;141542;"Femme"
"audric";1;1857;"Homme"
"audrick";1;170;"Homme"
"audrina";0;210;"Femme"
"audry";0,802816901408451;284;"Homme"
"august";1;101;"Homme"
"augusta";0,00138050043140638;17385;"Femme"
"augustave";1;185;"Homme"
"auguste";0,997534450560851;81929;"Homme"
"augustin";0,997922036929875;38018;"Homme"
"augustina";0;589;"Femme"
"augustine";0,000608395862908132;39448;"Femme"
"augusto";1;431;"Homme"
"aurane";0;559;"Femme"
"aure";0;570;"Femme"
"aurea";0;381;"Femme"
"aureane";0;123;"Femme"
"auregane";0;127;"Femme"
"aurel";1;862;"Homme"
"aurele";0,879455605962411;1543;"Homme"
"aurèle";0,930114358322745;787;"Homme"
"aurelia";0;14026;"Femme"
"aurélia";0;3412;"Femme"
"aurelian";1;153;"Homme"
"aureliane";0;219;"Femme"
"aurelie";0;224;"Femme"
"aurélie";0,000498564572330214;182524;"Femme"
"aurelien";1;572;"Homme"
"aurélien";0,999014579174773;79154;"Homme"
"aurelienne";0;220;"Femme"
"aureline";0;710;"Femme"
"auréline";0;144;"Femme"
"aurelio";1;606;"Homme"
"aurelle";0;127;"Femme"
"aurely";0;260;"Femme"
"auria";0;247;"Femme"
"aurian";1;223;"Homme"
"auriana";0;287;"Femme"
"auriane";0;5606;"Femme"
"aurianne";0;521;"Femme"
"aurora";0;777;"Femme"
"austin";1;210;"Homme"
"auxane";0,10377358490566;1060;"Femme"
"auxanne";0;134;"Femme"
"auxence";0,971014492753623;966;"Homme"
"avelina";0;117;"Femme"
"aveline";0;339;"Femme"
"avelino";1;251;"Homme"
"aviel";1;175;"Homme"
"avigail";0;151;"Femme"
"avit";0,78099173553719;484;"Epicene"
"avital";0;168;"Femme"
"aviva";0;185;"Femme"
"avner";1;193;"Homme"
"avraham";1;169;"Homme"
"avram";1;109;"Homme"
"awatef";0;131;"Femme"
"awatif";0;169;"Femme"
"awen";0,754497354497354;945;"Epicene"
"awena";0;595;"Femme"
"axel";0,997566382957036;78484;"Homme"
"axele";0;299;"Femme"
"axell";0,571428571428571;147;"Epicene"
"axelle";0;23689;"Femme"
"aya";0;12930;"Femme"
"ayaan";0,916317991631799;239;"Homme"
"ayad";1;197;"Homme"
"ayah";0;1000;"Femme"
"ayala";0;130;"Femme"
"ayan";0,928571428571429;434;"Homme"
"ayana";0;972;"Femme"
"ayane";0,448648648648649;185;"Epicene"
"ayann";1;125;"Homme"
"ayanna";0;320;"Femme"
"ayat";0;554;"Femme"
"ayaz";1;507;"Homme"
"ayda";0;165;"Femme"
"aydan";0,964444444444444;1350;"Homme"
"ayden";0,957228400342173;3507;"Homme"
"aydin";1;397;"Homme"
"ayem";0;155;"Femme"
"ayfer";0;114;"Femme"
"ayham";1;108;"Homme"
"ayhan";1;533;"Homme"
"aykut";1;173;"Homme"
"ayla";0;965;"Femme"
"aylan";1;1876;"Homme"
"aylane";1;174;"Homme"
"ayleen";0;359;"Femme"
"aylin";0;2443;"Femme"
"ayline";0;1380;"Femme"
"ayman";1;3258;"Homme"
"aymane";1;2147;"Homme"
"aymar";1;509;"Homme"
"aymard";1;253;"Homme"
"ayme";1;132;"Homme"
"aymeline";0;254;"Femme"
"aymen";1;6381;"Homme"
"aymene";1;334;"Homme"
"aymeri";1;105;"Homme"
"aymeric";1;21833;"Homme"
"aymerick";1;1843;"Homme"
"aymerik";1;227;"Homme"
"aymie";0;193;"Femme"
"ayna";0;509;"Femme"
"aynur";0;304;"Femme"
"ayoub";1;14373;"Homme"
"ayoube";1;229;"Homme"
"ayron";1;345;"Homme"
"ayrton";1;922;"Homme"
"ayse";0;2214;"Femme"
"aysegul";0;351;"Femme"
"aysel";0;335;"Femme"
"aysenur";0;231;"Femme"
"aysha";0;196;"Femme"
"aysima";0;150;"Femme"
"aysu";0;104;"Femme"
"aysun";0;245;"Femme"
"ayten";0;175;"Femme"
"ayyoub";1;310;"Homme"
"azad";1;767;"Homme"
"azdin";1;133;"Homme"
"azdine";1;849;"Homme"
"azeddine";1;286;"Homme"
"azedine";1;828;"Homme"
"azelie";0;345;"Femme"
"azélie";0;255;"Femme"
"azeline";0;791;"Femme"
"azenor";0;197;"Femme"
"azhar";0,765765765765766;111;"Epicene"
"azilis";0;578;"Femme"
"aziliz";0;980;"Femme"
"azilys";0;396;"Femme"
"azim";1;115;"Homme"
"aziz";1;3667;"Homme"
"aziza";0;1998;"Femme"
"azize";0,931318681318681;364;"Homme"
"azouz";1;110;"Homme"
"azra";0;1355;"Femme"
"azucena";0;138;"Femme"
"azylis";0;133;"Femme"
"azzeddine";1;281;"Homme"
"azzedine";1;1435;"Homme"
"azziz";1;246;"Homme"
"baba";1;380;"Homme"
"babacar";1;453;"Homme"
"babette";0;336;"Femme"
"babylas";0,703030303030303;330;"Epicene"
"bachir";1;2211;"Homme"
"bader";1;336;"Homme"
"badia";0;297;"Femme"
"badis";1;1764;"Homme"
"badiss";1;119;"Homme"
"badr";1;1226;"Homme"
"badr eddine";1;146;"Homme"
"badra";0,102137767220903;421;"Femme"
"badre";1;449;"Homme"
"badreddine";1;289;"Homme"
"badredine";1;247;"Homme"
"badys";1;123;"Homme"
"bafode";1;287;"Homme"
"bahar";0;350;"Femme"
"bahia";0;770;"Femme"
"bahija";0;309;"Femme"
"bahri";1;107;"Homme"
"baia";0;100;"Femme"
"bakari";1;349;"Homme"
"bakary";1;1336;"Homme"
"bakhta";0;252;"Femme"
"balbine";0;148;"Femme"
"balkis";0;240;"Femme"
"balla";1;235;"Homme"
"balqis";0;143;"Femme"
"baltazar";1;101;"Homme"
"balthazar";1;1573;"Homme"
"bamba";0,82;150;"Homme"
"bambi";0;159;"Femme"
"bambo";1;164;"Homme"
"bambou";0;104;"Femme"
"bamby";0;169;"Femme"
"bandiougou";1;266;"Homme"
"bangaly";1;119;"Homme"
"baptist";1;123;"Homme"
"baptiste";1;100596;"Homme"
"baptistin";1;1619;"Homme"
"baptistine";0;4155;"Femme"
"baraa";0,323308270676692;133;"Epicene"
"baran";1;591;"Homme"
"barbara";0;25900;"Femme"
"barberine";0;242;"Femme"
"baris";1;477;"Homme"
"bariza";0;129;"Femme"
"barka";0,142857142857143;210;"Femme"
"barnabe";0,926923076923077;1560;"Homme"
"barnabé";1;269;"Homme"
"barry";1;142;"Homme"
"barthelemi";1;106;"Homme"
"barthelemy";0,972760378732702;6865;"Homme"
"barthélemy";1;115;"Homme"
"barthélémy";1;374;"Homme"
"bartholome";1;194;"Homme"
"bartolome";1;141;"Homme"
"basil";1;432;"Homme"
"basile";0,985675917636526;12287;"Homme"
"basilia";0;158;"Femme"
"basilio";1;129;"Homme"
"basma";0;1680;"Femme"
"basmala";0;116;"Femme"
"bassam";1;169;"Homme"
"bassem";1;353;"Homme"
"bassim";1;103;"Homme"
"bassirou";1;191;"Homme"
"bassma";0;242;"Femme"
"bastian";1;2369;"Homme"
"bastien";1;53652;"Homme"
"bastienne";0;146;"Femme"
"bathilde";0,0667779632721202;599;"Femme"
"batiste";1;1636;"Homme"
"batoul";0;191;"Femme"
"batuhan";1;393;"Homme"
"baudoin";1;412;"Homme"
"baudouin";1;1310;"Homme"
"baya";0;1494;"Femme"
"bayan";0,388429752066116;121;"Epicene"
"bayane";0,0972644376899696;329;"Femme"
"bayram";1;518;"Homme"
"bayron";1;241;"Homme"
"bazil";1;184;"Homme"
"bazile";0,926892950391645;383;"Homme"
"beatrice";0;178;"Femme"
"béatrice";0;131090;"Femme"
"beatrix";0;2907;"Femme"
"béatrix";0;189;"Femme"
"beatriz";0;755;"Femme"
"bechir";1;668;"Homme"
"bedirhan";1;206;"Homme"
"bekir";1;352;"Homme"
"bela";0,496551724137931;145;"Epicene"
"belaid";1;390;"Homme"
"belal";1;100;"Homme"
"belen";0;150;"Femme"
"belgacem";1;271;"Homme"
"belgin";0;102;"Femme"
"belinay";0;532;"Femme"
"belinda";0;3480;"Femme"
"bélinda";0;357;"Femme"
"belkis";0;160;"Femme"
"bella";0;1234;"Femme"
"bellinda";0;179;"Femme"
"belynda";0;108;"Femme"
"benaissa";1;185;"Homme"
"benali";1;190;"Homme"
"benamar";1;446;"Homme"
"benat";1;156;"Homme"
"benedetto";1;138;"Homme"
"benedict";0,817174515235457;361;"Homme"
"benedicte";0;29095;"Femme"
"bénédicte";0;5787;"Femme"
"benedite";0;142;"Femme"
"benigne";0,75609756097561;123;"Epicene"
"benita";0;221;"Femme"
"benito";1;516;"Homme"
"benjamin";0,999020791415158;149100;"Homme"
"benjamine";0;864;"Femme"
"benji";1;345;"Homme"
"benjy";1;261;"Homme"
"benny";1;126;"Homme"
"benoist";1;1237;"Homme"
"benoit";1;650;"Homme"
"benoît";0,998639412480805;125681;"Homme"
"benoît joseph";1;118;"Homme"
"benoite";0;1843;"Femme"
"benoni";1;433;"Homme"
"benyamine";1;104;"Homme"
"beranger";1;634;"Homme"
"berangere";0;6492;"Femme"
"bérangère";0;1183;"Femme"
"berard";1;177;"Homme"
"berat";1;1381;"Homme"
"berdan";1;112;"Homme"
"beren";0,115384615384615;182;"Femme"
"berenger";1;1037;"Homme"
"bérenger";1;124;"Homme"
"berengere";0;7019;"Femme"
"bérengère";0;1643;"Femme"
"berenice";0;416;"Femme"
"bérénice";0;10145;"Femme"
"berfin";0;457;"Femme"
"berivan";0;268;"Femme"
"berkan";1;274;"Homme"
"berkant";1;129;"Homme"
"berkay";1;230;"Homme"
"bernabe";1;184;"Homme"
"bernadette";0;141556;"Femme"
"bernadin";0,94300518134715;386;"Homme"
"bernadine";0;762;"Femme"
"bernard";0,999778433954144;469386;"Homme"
"bernardette";0;133;"Femme"
"bernardin";1;810;"Homme"
"bernardine";0;1383;"Femme"
"bernardino";1;178;"Homme"
"bernardo";1;415;"Homme"
"bernhard";1;146;"Homme"
"berta";0;114;"Femme"
"berte";0,838709677419355;124;"Homme"
"bertha";0;1998;"Femme"
"berthe";0,00286306644288676;70903;"Femme"
"berthilde";0;334;"Femme"
"berthile";0;196;"Femme"
"berthille";0;203;"Femme"
"berthin";1;140;"Homme"
"berthold";1;114;"Homme"
"berthy";1;108;"Homme"
"bertil";1;199;"Homme"
"bertile";0;215;"Femme"
"bertille";0,00401445202729827;4982;"Femme"
"bertin";0,962082912032356;1978;"Homme"
"bertina";0;172;"Femme"
"bertine";0;235;"Femme"
"bertrand";0,999629052600341;67395;"Homme"
"bertrande";0;402;"Femme"
"berty";0,878640776699029;206;"Homme"
"beryl";0,204607046070461;738;"Epicene"
"béryl";0,163346613545817;251;"Femme"
"besma";0;593;"Femme"
"bessem";1;102;"Homme"
"bethanie";0;103;"Femme"
"bethsabee";0;116;"Femme"
"betina";0;261;"Femme"
"betsalel";1;119;"Homme"
"betsy";0;298;"Femme"
"bettie";0;125;"Femme"
"bettina";0;2893;"Femme"
"betty";0;14779;"Femme"
"betul";0;831;"Femme"
"betül";0;125;"Femme"
"beverley";0;252;"Femme"
"beverly";0;1046;"Femme"
"beya";0;266;"Femme"
"beytullah";1;124;"Homme"
"beyza";0;882;"Femme"
"biagio";1;136;"Homme"
"bianca";0;2179;"Femme"
"bibiane";0;266;"Femme"
"bienaime";1;392;"Homme"
"bilal";1;13232;"Homme"
"bilale";1;184;"Homme"
"bilaly";1;132;"Homme"
"bilel";1;6164;"Homme"
"bilele";1;103;"Homme"
"bilitis";0;183;"Femme"
"biljana";0;202;"Femme"
"bill";1;131;"Homme"
"billal";1;1760;"Homme"
"billel";1;1175;"Homme"
"billie";0;668;"Femme"
"billy";1;2449;"Homme"
"bineta";0;213;"Femme"
"binta";0;1276;"Femme"
"bintou";0;2290;"Femme"
"bixente";1;801;"Homme"
"bjorn";1;171;"Homme"
"blaise";0,911459483329653;4529;"Homme"
"blanca";0;163;"Femme"
"blanchard";1;141;"Homme"
"blandine";0;27716;"Femme"
"blas";1;162;"Homme"
"blessing";0,22972972972973;296;"Epicene"
"bleuenn";0;1368;"Femme"
"bleuette";0;749;"Femme"
"blondine";0;286;"Femme"
"bluette";0;388;"Femme"
"boban";1;189;"Homme"
"bobby";1;178;"Homme"
"bocar";1;294;"Homme"
"bochra";0;257;"Femme"
"bogdan";1;456;"Homme"
"bojan";1;135;"Homme"
"boleslas";1;162;"Homme"
"boleslaw";1;671;"Homme"
"bonaventure";0,869022869022869;481;"Homme"
"boniface";0,815566835871404;1182;"Homme"
"bonnie";0;660;"Femme"
"bora";0,802631578947368;152;"Homme"
"boran";1;164;"Homme"
"boris";1;15747;"Homme"
"bosco";1;133;"Homme"
"bouabdellah";1;107;"Homme"
"boualem";1;830;"Homme"
"boubacar";1;1284;"Homme"
"boubakar";1;568;"Homme"
"boubakary";1;109;"Homme"
"boubaker";1;261;"Homme"
"boubou";1;529;"Homme"
"bouchaib";1;181;"Homme"
"bouchera";0;175;"Femme"
"bouchra";0;2715;"Femme"
"boucif";1;152;"Homme"
"boudjema";1;148;"Homme"
"boulaye";1;120;"Homme"
"boumediene";1;372;"Homme"
"boumedienne";1;308;"Homme"
"bouna";1;150;"Homme"
"boussad";1;179;"Homme"
"bouziane";1;263;"Homme"
"bouzid";1;334;"Homme"
"boye";0;103;"Femme"
"brad";1;493;"Homme"
"bradley";1;2073;"Homme"
"brady";1;282;"Homme"
"brahim";1;8739;"Homme"
"brahima";1;222;"Homme"
"brandon";1;10963;"Homme"
"brandy";0,283524904214559;261;"Epicene"
"branko";1;109;"Homme"
"brayan";1;3316;"Homme"
"brayane";1;131;"Homme"
"brayann";1;161;"Homme"
"brayton";1;256;"Homme"
"brenda";0;4222;"Femme"
"brendan";1;1710;"Homme"
"brendon";1;377;"Homme"
"brendy";0;143;"Femme"
"brennan";1;105;"Homme"
"brett";1;120;"Homme"
"brewen";1;391;"Homme"
"briac";1;1423;"Homme"
"briag";1;145;"Homme"
"brian";1;7945;"Homme"
"briana";0;476;"Femme"
"brianna";0;380;"Femme"
"brice";0,995028734619046;28363;"Homme"
"bridget";0;150;"Femme"
"brieg";1;245;"Homme"
"brieuc";1;2516;"Homme"
"brieux";1;157;"Homme"
"brigite";0;116;"Femme"
"brigitte";0,000813838208964058;202743;"Femme"
"britanie";0;143;"Femme"
"britanny";0;173;"Femme"
"britany";0;552;"Femme"
"brithany";0;155;"Femme"
"britney";0;340;"Femme"
"brittany";0;591;"Femme"
"bronislas";1;168;"Homme"
"bronislaw";1;581;"Homme"
"bronislawa";0;550;"Femme"
"brooke";0;169;"Femme"
"bruce";1;2380;"Homme"
"bruna";0;1739;"Femme"
"bruneau";1;189;"Homme"
"brunehilde";0;269;"Femme"
"brunella";0;294;"Femme"
"brunelle";0;136;"Femme"
"brunette";0;295;"Femme"
"brunhilde";0;195;"Femme"
"bruno";0,999247697773911;220656;"Homme"
"bryan";1;23967;"Homme"
"bryana";0;276;"Femme"
"bryann";1;213;"Homme"
"bryanna";0;192;"Femme"
"bryce";1;453;"Homme"
"bryton";1;137;"Homme"
"btissam";0;315;"Femme"
"btissame";0;184;"Femme"
"bulent";1;228;"Homme"
"bunyamin";1;268;"Homme"
"burak";1;950;"Homme"
"burcu";0;150;"Femme"
"burhan";1;196;"Homme"
"busra";0;722;"Femme"
"byron";1;572;"Homme"
"caitlin";0;388;"Femme"
"caitline";0;175;"Femme"
"caitlyn";0;120;"Femme"
"caleb";1;399;"Homme"
"cali";0,0703296703296703;1820;"Femme"
